STT,content,sentiment
588,"Sách rất hay, cung câp những thông tin, kỹ năng, giá trị mà người trẻ cần để bước vào cuộc sống cũng như có định hướng tốt hơn về tương lai của mình. Cảm ơn anh Thái Phạm đã tạo nên những giá trị tuyệt vời này ❤",1
589,"Anh ơi trong trang 118 của cuốn sách có một câu nói khiến em đã phải ngồi ngẫm rất lâu. - ""Nếu ứng mơ của bạn không khiến bạn sợ hãi. Điều đó có nghĩa ước mong này chưa đủ lớn"" Em thử nghĩ đến bất kì ước mơ nào dù lớn đến đâu cũng chỉ càng khiến em trở nên hưng phấn và quyết tâm hơn nó không khiên em sợ. Liệu đây có phải em có vấn đề về ước mơ hay là do ước mơ đó thực sự chưa đủ lơn. Hay bài tập ở trang 32. Khi đọc xong đầu bài của bài tập thì ngay lập tức nghĩ về phiên bản tốt nhất của mình trong tương lai. Nhưng đọc tiếp thì thấy anh cho ví dụ, làm ngay lập tức em bị hẫng và kéo quay về thực tại không còn tưởng tượng được nữa mà bám theo via dụ của anh để tư duy liệu. Em nghĩ nhưng ví dụ ở đây là không cần thiết mà hãy để cho người đọc tự tưởng tượng ra phiên bản hoàn hảo của họ. Bạn là khách hàng và đang đọc đánh giá ak. Vì bạn chưa tin vào cuốn sách này sao. Đọc đến đây hẳn đã đọc những dòng trên của tôi. Điều đó cũng cho thấy bạn rất quan tâm đến cuốn sách này đấy nếu vậy thì mua nó đi nó có ích với bạn hơn đấy thay vì ngồi đây và vẫn còn phân vân xem có nên mua nó hay không.",0
590,"1 cuốn sách khá thú vị. Do mình hay đọc những cuốn sách về phát triển bản thân & quản lý tiền bạc nên nhiều điểm trong cuốn sách mình đã từng đọc ở chỗ khác. Tuy nhiên có những điểm mới khá thú vị với mình: - Mình hiểu tại sao thói quen tốt lại quan trọng như vậy. Tốt hơn 1% mỗi ngày tạo nên lãi kép để 2,5,10 năm nhìn lại mình đã hoàn toàn khác. - Vòng tròn quan hệ & cách xây dựng các mối quan hệ. - Mình đã từng đầu tư chứng khoán nhưng chưa hiệu quả & nhờ anh Thái mình hiểu là tư duy đầu tư của mình chưa đúng, kiến thức thiếu. - Anh Thái viết sách dựa trên việc đã tự ứng dụng, & cũng ""Việt hoá"" nên đọc dễ hiểu giữ lấy nó anh Thai ^^",1
591,"Một cuốn sách đáng yêu hết biết. Nếu như ai muốn nhớ về một chút những ký ức đẹp đẽ của tuổi thơ thì phải tìm đọc cuốn sách nhé. Điều mình ưng nhất ở cuốn sách này là các bức vẽ minh họa của chị X.Lan. Chỉ quanh quẩn các cam, đỏ, hồng, xanh, đen bên cạnh nền giấy giả xi măng mà tạo cảm giác rất hoài niệm.",1
592,"Một cuốn sách gợi về tuổi thơ của Mây từ lâu rồi. Ai đã từng trải qua cái thời sống ở nhà tập thể, chơi những trò dân gian, ăn một vài món ""đặc biệt""... thì đùng bỏ lỡ cuốn này nhé. Thời gian giao hàng nhanh, canh được bán 10k nên nói chung là mĩ mãn 5 sao",0
593,Một cuốn sách gợi nhớ tuổi thơ của bao thế hệ cũ. Cảm ơn hai chị tác giả đã cho ra mắt quyển sách hay thế này. Tiki giao hàng sớm. Có lớp bọc bên ngoài nên sách trông rất mới.,1
594,Nhận được sản phẩm rất hài lòng.Đóng gói thì cẩn thận dù hàng mua vào khung giờ săn bán giá rất rẻ luôn.Dù là sản phẩm nào thì Tiki luôn làm mình thấy rất xứng đáng để là nơi chọn mua.,1
595,"mình đọc một mạch hết cả truyện, vừa đọc vừa nhớ lại lúc nhỏ. Cuốn sách thú vị, để dành cho thế hệ sau biết lúc nhỏ Ba Mẹ đã chơi những trò gì, bây giờ không được chơi như vậy nữa",1
596,"Mình chưa đọc quyển sách nhưng mình bình chọn cho 5 sao bởi cho biên tập, nhà xuất bản sách thiết kế bìa đẹp. Quyển này nếu được làm bìa cứng truyền thồng thì hay và kèm bảo vệ sách cực kì thích. Sách y khoa sẽ nhìn sang và đẹp nữa. Hi vọng có nhiều nhà xuất bản chú trọng trong việc thiết kế bìa sách đẹp. Bởi đọc giả không những đọc sách mà còn là sưu tầm sách và giữ gìn. Bìa thiết kế đẹp sẽ luôn giúp sách có giá trị hơn.",1
597,"Lần này tiki đóng gói hàng tệ quá, cái thùng to nhưng yếu ớt, lỏng lẻo. bên trong xô đẩy. không cần thiết đổi trả, chỉ là mong tiki rút kinh nghiệm lần sau. đơn hàng này giao chậm hơn mọi khi nên khi tôi gọi hối thì tiki đóng gói vội quá hay sao mà thấy khá cẩu thả. đơn này 9 món, có 1 cây đèn bàn, 8 cuốn sách mà không có tem hàng dễ vỡ.",0
598,"Tiki giao hàng nhanh như tia chớp, nửa đêm đặt mà đầu giờ chiều hôm sau đã giao hàng. Về sách bìa đẹp ấn tượng luôn. Nội dung thì miễn bàn rồi cực kỳ hữu ích, đa số đều đúng hết đó các bạn, hãy thử đi. Mình biết tác giả này từ rất lâu rồi, ông có tài khoản trên inóita được rất nhiều người theo dõi.",1
599,"Một trong ba cuốn sách về sức khỏe và dinh dưỡng của Anthony William. Phải nói là sách to đẹp bất ngờ, và nội dung rất chất lượng dù không kèm nhiều minh họa hình ảnh như các sách khác. Chất giấy ngà mỏng cầm thích tay nhưng khiến chữ bị chìm qua trang sau và bố cục chữ cũng khá thưa, khiến đôi lúc hơi khó chịu. Tổng đánh giá vẫn đáng 5 sao cho quyển này.",0
600,"Lần đầu tiên mua sách của Tiki, đã thấy nhiều tóm tắt   về dịch vụ giao hàng quá tệ. Nay mới biết cảm giác đó thế nào. Nội dung hay, sách bìa đẹp nhưng mà không biết bị đem đi kê bàn chỗ nào nữa, cong hẳn luôn, tôi coi sách như mạng mà dị tức á",-1
601,"Tiki giao sách nhanh Nội dung sách hay, được lấy ví dụ cụ thể, đáng đồng tiền bát gạo, nên đọc để có chế độ dinh dưỡng tốt hơn.",1
602,"Sách đẹp, giao hàng nhanh, sách nói về công dụng của từng loại thực phẩm, và dạy chế biến món ăn, nếu có màu sẽ sinh động hơn",1
603,"Đây là lần đầu tiên nhận được một đơn hàng từ Tiki trong tình trạng tồi như thế này. Sách bọc bằng giấy bóng, không có hộp. Đơn hành bị bọc cẩu thả nên quăng cả góc. Thậm chí lấy băng dính dán cố định sách lại với nhau, dán lên cả bìa lẫn gáy Tôi muốn hoàn trả lại đơn hàng này!",-1
604,Lần này mình thanh toán zalo pay trước đây là lần đầu tiên mình xài zalopay cho tiki nhưng hơn 1 tuần mới nhận hàng. Mình đặt thứ 4 (14/10) dự kiến thứ hai (19/10) giao mà đến thứ hai mình kiểm tra đơn thì hàng vẫn đang ở chỗ tiki tiếp nhận thôi. Mình hỏi chăm sóc khách hàng thì được phản hồi là do bên tiki bị sót đơn. Hàng chậm cũng được đi vì mình mua đọc chứ không phải tặng sinh nhật cho ai chứ tặng mà giao kiểu này thì thôi chứ. Ừ thôi chấp nhận được đi vì hôm nay (24/10) mình nhận đủ hàng thì coi sách nè. 3 cuốn nhăn góc bị dính dơ mình lấy tay chùi bớt chứ không sạch. Bình thường trả tiền mặt khi nhận thì giao nhanh mà nay trả trước để được lấy phiếu giảm giá giảm 20k thì vậy. Chán á!,0
605,"Sách giao khá nhanh(mua hôm qua  thì hôm nay đã đến rồi) quy trình chuẩn hàng của tiki thì chất lượng,thông báo thông tin về tình hình giao hàng rất chu đáo.Có mỗi cái là sách giao hàng về không có bọc bọc sách bên ngoài,khiến cho sách hơi bị quăn góc.Vẫn cho 4 sao vì thái độ giao hàng của tiki,còn về sách thì được tóm tắt   hay quá nhiều rồi.",1
606,"Mình sẽ cho 1 sao về sự cẩu thả này. Những lần trước thì bình thường, nhưng lần này mua về thì nó bung bét như thế này đây. Thế này thì bảo vệ chỗ nào. Và sự cẩu thả ở đây là những người đóng hàng khi phát hiện như vậy mà vẫn có thể đóng tiếp được thì không rõ ý thức để ở đâu. Nó không đáng gì phản ánh sự cẩu thả trong cách làm việc",-1
607,"Tiki giao hàng khá nhanh, đóng gói hàng cẩn thận. Mình cực thích các yếu tố kỳ ảo nên mình rất ưng quyển sách này, nội dung tưởng chừng như rời rạc nhưng lại rất liên quan với nhau, mình đã đọc 1 lèo cả buổi chiều. Mình đặt mua luôn khu vườn mùa hạ và khu vườn bí mật, ta nói nó đọc phê gì đâu luôn á 😍",1
608,mình mua một túi Xem thủ mình thấy nó rất đẹp mình đã đặt mua thêm ba túi nữa bút thì rất là ổn mà mực thì Đặng mà các em đều rất là dễ thương và dễ thương mình thấy Tiki là một chỗ đáng tin tưởng để chúng ta có thể đặt hàng trực với các bạn hãy tin vào Tiki mình đã mua rất là nhiều lần rồi mình thấy sản phẩm nào cũng rất là tốt và anh nhân viên giao hàng lúc nào cũng nhiệt tình,0
609,"Tôi đã nhiều lần Đặt hàng bên các bạn,phần lớn dịch vụ đều rất ổn. Có lần này là có chút vấn đề. Hôm qua giao hàng bên Tiki giao hàng tới. Khi mở gói hàng tôi thấy có nhiều bút bị Chảy mực, có bút đã chảy hết cả mực,viết không ra mực. Bạn giao hàng nói là phải phản ánh đến tổng đài,vì HÀNG ĐÃ GIAO. Mình đã gọi đt cho tổng đài,nhân viên nói sẽ gửi địa chỉ thư điện tử để phản ảnh tới Tiki nhưng đến nay chưa thấy hồi âm từ Tiki. Hi vọng các bạn Sớm giải quyết và mong không Khách Hàng nào bị trường hợp như tôi. Xin cảm ơn!",-1
610,hàng xinh có nhiều mẫu khác nhau để cho mình chọn nhưng có hai điểm mình không ưng ý lắm đó chính là có 1 cây hình hoa như trên hình trong nụ của nó có ba cái nốt nổi lên nhìn rất khó chịu và cái điểm thứ hai đó là nửa số cây bút mà mình nhận nó chiếm gần 2/4 số bút mà mình nhận mong rằng với hai nhược điểm trên cửa hàng sẽ khắc phục để hoàn thiện hơn.ngoài ra thì không còn gì phải nói vì hàng quá đẹp rất đán tiền mua.chuc cửa hàng có 1 năm mới vui vẻ,0
611,"Mình rất hài lòng về dịch vụ Tiki Now, mới đặt tối hôm qua mà sáng nay đã nhận được hàng rồi. Sản phẩm rất dễ thương, màu sắc bắt mắt và viết đẹp. Vừa nhận được hàng là mình chia cho các chị đồng nghiệp ngay, nên giờ chỉ còn hơn 10 cây viết để chụp hình phản hồi cho cửa hàng thôi. Giá khuyến mãi quá rẻ và sản phẩm lại chất lượng nữa, mình sẽ ủng hộ cửa hàng tiếp.",1
612,"Đợt hàng này Có 1 số điểm tôi không hài lòng nhưng vẫn cho 4 sao. Vì dịch vụ bên Tiki tốt Tuy nhiên: Giờ tôi không biết phải làm sao khi - Tôi đặt 9 set bút 180 cây, nói là màu ngẫu nhiên có trắng , đen. Trong lúc đó tất cả 180 cây ngòi bút đều là màu đen. Đây không phải là màu bút ngẫu nhiên nữa, mà có chủ đích giao hàng toàn bộ màu đen. - Hình thù con vật trên bút không đa dạng, hình thù xấu, không có những con đẹp cho lứa tuổi trẻ nhỏ. trong khi những ai mua 1 set là hình thù rất đẹp. - Có 1 số cây hư hỏng Tiki có thể xem tiểu sử tôi mua hàng trên tiki như thế nào nhé.",0
613,"Mình mua của Tiki trading và rất hài lòng. Đủ số lượng 20 cây mực màu đen và may mắn là 20 kiểu khác nhau, rất dễ thương. Bút có chụp bảo vệ đầu bút, đảm bảo mới hoàn toàn và không chảy mực luôn. Mình rất hay mua sách của Tiki và luôn chọn nướ Tiki trading, quả thật chưa khi nào làm mình thất vọng anh nhân viên giao hàng cũng rất dễ thương. Cảm ơn Tiki về những sản phẩm chất lượng.",1
