STT,content,sentiment
586,"Tiki giao hàng rất nhanh, sách rất đẹp, nội dung của quyển sách thì khỏi bàn cãi trên cả tuyệt vời đối với mình, nhưng có điểm là Tiki không bỏ túi bóng hơi khi vận chuyển làm sách khi được giao tới có bị sước đôi chút và bị ẩm cả hộp lẫn sách, làm mình phải phơi sách 1 buổi để khỏi bị ẩm. Do là mùa mưa mình cũng thông cảm cho Tiki. Nhưng những đợt mua lần sau mình mong Tiki nên bỏ túi hơi vào để sách dc bảo đảm khi di chuyển giao hàng cho khách hơn.",-1
587,Bìa sách thì đẹp miễn chê - nhìn rất hút mắt . Nhã Nam không bao giờ làm mình thất vọng về khoản thiết kế bìa sách Nội dung thì không phải nói quá nhiều vì cuốn sách là một kinh điển trong nền văn học của thế giới. ❤️ Nội,1
588,"Sách đẹp Không bị dơ Không bị nhàu nát Còn rất mới, thơm Theo mình thấy thì nên mua của TIKI TRADING, vì lần nào mua về mình cũng rất hài lòng. Đa số sẽ được bọc trong giấy kiếng niêm phong. (Mình ko xài gói bao sách nhé!)",1
589,"Giao hàng nhanh hơn dự kiến. Đúng là Fahasa, gói hàng cẩn thận và chắc chắn, tất cả các sách nhận được đều đẹp, không chê chỗ nào :) Độ hay thì khỏi phải bàn rồi.",1
590,"Sao sách không có bookcare cho combo trong khi mình mua nhiều 1l, tất cả quyển kia đều có bao riêng combo này không bao vậy ? Sách không được bao nhìn hơi khó chịu dù đã mua gói Bookcare !!!! Cuốn đàn ông sao hoả đàn bà sao kim thì bao mà combo này không bao ! Buồn ghê luôn !!",-1
591,"Điều đầu tiên là tiki giao hàng cực nhanh, và tất nhiên là lúc mở ra thì cũng rất là hài lòng với nhà cung cấp, sách rất đẹp, không bị lỗi hay rách gì cả, mở sách ra mùi giấy mới thơm phức. Về nội dung thì chưa đọc hết nhưng thấy nhiều người review là sách hay và đáng đọc nên đã thử một lần để biết được bản thân mình đắt giá bao nhiêu 😍",1
592,"Từ những câu chuyện rất đời thường ai ai cũng dễ dàng trải qua hoặc nhìn thấy được từ những người xung quanh nhưng tác ra đúc kết ra được những nhận định / đưa ra những góc nhìn khác để giúp chị em phụ nữ có cái nhìn đúng đắn hơn. Sẽ không còn lấy thước đo nhân phẩm và đạo đức từ lâu đời ra để kiềm kẹp và tước đi quyền được lựa chọn và hạnh phúc của mỗi người. Mình đã mua trọn bộ 4 quyển của tác giá này và quả rất đáng tiền bỏ ra, sách giúp mình lớn hơn k ít. Cảm ơn tác giả & các bạn dịch thuật rất nhiều!",1
593,"Giao hàng nhanh, đến trước ngày dự kiến, đóng gói gọn gàng. Giá mình mua được là sale + mã KM nên được rất rẻ. Chất lượng sách ok. Nội dung sách quá hay đến mức mình phải note lại nhưng điều mình ngẫm thấy đúng. Tuy đã kết hôn, đã có con nhưng có đọc vẫn có hơn. Đối với những cô gái độc thân, nên đọc. Đối với những người đã kết hôn, càng nên đọc, cuốn sách là hạt giống tích cực cho tâm hồn, vừa chiêm nghiệm, vừa kích thích tinh thần để thấy được giá trị đích thực của bản thân.",1
594,"Mình rât bất ngờ với dịch vụ của Tiki. Mình đặt hàng vào sáng 13/4 và mình chọn ship vào 15/4 hết 19k thôi. Vì dịch ở nhà rảnh nên không cần vội. Nhưng 9h sáng 14/4 anh ship đã giao tới nhà mình. Và thực lòng xin lỗi anh ship vì mình để máy ở chế độ máy bay khiến anh không gọi được, vì mình không nghĩ giao hàng nhanh thế. Cả 2 cuốn đều mới, không trầy xước, nhàu nát ở đâu cả. Chắc lần sau sẽ chọn thêm bookcare.",1
595,"đặt tiki kb bnhiu lần rồi nhưng vẫn k thất vọng về chất lượng, giao hàng vẫn nhanh, sách k lỗi, nội dung k có gì để bàn cãi nữa, trước giờ toàn đọc tản văn, truyện mơ mộng, nhưng giờ cũng lớn rồi và quyết định đọc thử cuốn này, và lần thử đầu tiên vô cùng tốt. mà nghĩ lại nếu 1 năm trc cũng mọi ng đọc cuốn này thì nó sẽ chẳng giúp đc gì cho bản thân rồi, tìm đến nó ở khoảng tgian này thật tốt.",1
596,"Sách mở ra đọc thấy có nhiều trang chữ bị mờ. Sách thiên về lối sống phương Tây, sau khi đọc sách bạn có thể sẽ thay đổi và có thể ích kỷ sống cho cá nhân nhiều hơn thay là một người phụ nữ của gia đình, trái ngược quan điểm phụ nữ VN trước đây là cam chịu, sống cho gia đình :))",-1
597,"Mình quyết định mua sách ngay khi chỉ mới đọc vài dòng đầu tiên. Văn phong hợp với mình thật sự. Nội dung không phải là những lời khuyên sáo rỗng mà qua từng câu chuyện thực tế tác giả muốn gửi gắm đến người đọc suy nghĩ của mình, cho nên hoàn toàn không khô khan, khó nuốt như một số sách self help khác. Đọc xong khiến mình thay đổi cách nhìn về cuộc sống, mong muốn sống nỗ lực hơn nữa. Tiki giao hàng nhanh, sách dày dặn. Mình mua combo lúc giảm giá còn 126k thôi, cảm thấy rất hài lòng.",1
598,"Mua vì bìa sách khá xinh và review tốt, lại còn là best seller. Sau khi đọc thì thấy đúng như những review đã đọc. Sách hay. Cuốn bạn đắt giá bao nhiêu phù hợp với các cô gái chưa có gia đình. Còn cuốn khí chất bao nhiêu hạnh phúc bấy nhiêu thì dành cho những người phụ nữa đã có gia đình. Tuy nhiên mình thấy kể cả các cô gái có hay chưa có gia đình cũng đều nên đọc hai cuốn này. Đáng đọc",1
599,"Tiki giao hàng rất nhanh, trước cả ngày dự định. Sách được đóng gói cẩn thận nên khi về tới nơi cũng không bị rách hay hỏng. Về nội dung sách thì tới hôm nay mình mới đọc hết và lên đây ngay để viết review ^^. Sách rất hay, nội dung khá cuốn, mỗi chương sách như một mẩu truyện nhỏ, gần gũi và thực tế. Mình đã tiếp cận được rất nhiều kiến thức và thay đổi tư duy của bản thân sau khi đọc nó! Chắc chắn sau lần này sẽ mua thêm nhiều sách hơn để đọc ❤️",1
600,"Tôi là khách hàng thường xuyên của Tiki, vài lâng mua sách bị cũ, nát, rách, đọc rồi. Tiki cần check hàng cẩn thận, đặc biệt KH lớn, thường xuyên. Hnay về nhà (người nhà nhận sách, hàng giúp) thì cả 2 cuốn đều cũ, đã đọc, nhìn gáy sách biết luôn. Yêu cầu Tiki xem lại nguồn hàng, qua nhà tôi nhận lại sách.",-1
601,"Sản phẩm về hình ảnh và chất lượng giấy cũng như quá trình giao hàng thì 5* nhé. NHƯNG về nội dung thì mình xin phép được đánh giá 2* ạ. Mình không quá khắc khe về nội dung vì là sách được dịch từ ngôn ngữ nước ngoài, nhưng xin phép được lưu ý đến BIZBOOKS cần phải KIỂM DUYỆT LẠI NỘI DUNG DỊCH và TRƯỚC KHI IN vì có quá nhiều lỗi (sử dụng nhiều khẩu ngữ, tiếng lóng, lỗi chấm phẩy ngắt câu, từ ngữ chưa hợp lý...) làm ảnh hưởng đến chất lượng của nguyên bản. Xin cảm ơn ạ!",0
602,"Đây thực sự là một cuốn sách hay. Lý giải vì sao người nghèo vẫn nghèo vì lối tư duy, suy nghĩ, thái độ và hành động như số đông. Số ít thì làm người lại, nghĩ rất khác về tiền, sự nỗ lực và chăm chỉ học tập cả đời. Đúng như ai đó đã từng nói: “Muốn thành công, nhất định phải khác biệt”. Đừng để tiền nhàn rỗi và an toàn. Hãy hiểu biết về đầu tư: bất động sản hoặc cổ phiếu... Về già bạn sẽ không phải lo chi phí sức khoẻ, y tế, du lịch....",1
603,Đã đọc xong cuống sách trong vòng 1 tuần. Phần đầu hơi lan man dài dòng nên lướt khá nhanh chủ yểu phần trọng tâm phía sau các chương về thói quen đúc kết từ các người giàu ! Nắm vững các thói quen giàu và rèn luyện kiên trì mỗi ngày sẽ đạt được kết quả tốt nhất,0
604,"Nội dung thì không phải bàn vì là best seller. Chất giấy đẹp. Văn phong thì không hợp với mình lắm, bản thân mình có cảm giác tự phụ trong câu chữ. Nhưng bỏ qua những cảm nhận cá nhân đó thì đây là 1 quyển sách đáng đọc. Đọc để học suy nghĩ về cách đầu tư phù hợp với bản thân.",0
605,"Mới nhận được hàng, chưa kịp đọc nội dung, chỉ nhận xét bên ngoài sách, thấy bị xước nhiều và móp một chút do va đập trong quá trình vận chuyển. Thấy có vẻ thời gian gần đây Tiki bảo quản sách không được tốt lắm, và khi đóng gói hàng nên bao thêm một lớp xốp bên ngoài để tránh va đập, chi phí cũng chẳng hơn bao nhiêu.",-1
606,"Mình là khách hàng thường xuyên mua sách của tiki , các lần trước mình rất hài lòng với chất lượng cũng như thái độ giao hàng nhanh chóng của tiki , nhưng lần này mình rất thất vọng khi đặt hàng cuốn"" Sự khác biệt giữa người giàu và người nghèo"" thì Tiki lại giao thành ""Thói quen thành công"" . Không có thì báo với khách hàng là không có , không cần thiết phải "" treo đầu dê bán thịt chó"" kiểu đâý . Thất vọng quá.",-1
607,Về sản phẩm thì tốt nhưng vấn đề gói hàng thì chưa được ạ . Sản phẩm sách nhưng không được bọc bởi nilong hay sốp khí trống va đập . Gây ra bẩn và nhăn các đầu của sách .Rất mong nhận được sự cải thiện của phí nhà bán hàng .,-1
608,sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt sản phẩm của BIZ rất tuyệt,1
609,"Cuốn sách rất hay, tuy nhiên mình không thích đọc sách theo kiểu bài tiểu luân, nếu cuốn này đọc vào năm 2 năm 3 thì rất thích, mình có thể lấy để làm sườn bài luận văn, vì viết theo một bài luận nên mình thấy bị lập ý",0
610,"Tiki giao hàng rất nhanh, thứ 2 đặt là thứ 3 có hàng rồi, đỉnh cực đỉnh. Nhưng chất lượng hàng thì không vừa ý mình tí nào cả :( Sách có sạn, bóng vẩy, lại còn bị bụi bẩn nữa... hàng tồn kho nên nhét cho khách online à? Phía sau gáy còn bị sờn nữa... thất vọng về sách ghê gớm :( mua sách để tặng mà mình ship tới cho ngta rồi chứ không cũng sẽ đổi trả. Mua sách như chơi trò may rủi vậy, may thì sách đẹp đẽ sạch sẽ, xui thì sách như mình nhận được vậy á :(",-1
611,"Sách hay lắm !!! Giao hàng nhanh ạ 😄😄 Chúng ta thường suy nghĩ về những điều đã cũ, hồi tưởng lại quá khứ mà quên mất hiện tại. Tôi và bạn, sao lại không nhẹ nhàng buông tay những mảng ký ức buồn đã nhuốm màu của xưa cũ để sống với hiện tại và tương lai. Những gì đã qua đừng nghĩ lại qua nhiều của Minh mẫn – Du Phong sẽ giúp bạn dần buông lơi được quá khứ, suy nghĩ ít lại để tâm hồn được bình yên. Một ngày nữa rồi cũng lại trôi đi, chuyện của hôm qua đã là chuyện của ngày hôm kia mất rồi. Cảm ơn tiki ☺️☺️",1
612,"shipper vừa giao và mình chạy về liền up lên đây , cảm giác chờ hàng về nóng lòng và hào hứng ghê , nhìn bìa ngoài thì sạch sẽ và nội dung bên trong thì mình chưa đọc , đây là lần thứ 4 mình mua trên tiki , cũng có những cuốn ko hài lòng cho lắm vì chất lượng nhưng mình hài lòng về dịch vụ tiki và ủng hộ tiki dài .",1
613,"Khi mới mở hộp sờ vào sách rất bụi , có nết nhăn ở mặt bìa sách , sách ko được phẳng , cảm giác như đã để ở chỗ nào đó không được bảo quản che đậy . Lần đầu tiên mua sách ở tiki như thế này , mong sẽ không có những lần sau .",-1
614,"Cuốn sách hơi hướm tâm lý con người, đối với người sống tình cảm như mình lâu lâu hay nhìn lại quá khứ, và cảm thấy tội lỗi, đọc xong cuốn sách thì mình có cái nhìn khác hơn, giúp cuộc sống hiện tại tốt đẹp hơn hẳn. Mua sách Tiki thì luôn an tâm về chất lượng sách, giao hàng cực nhanh, đóng gói cẩn thận, xứng đáng 5*",1
